CustomerKey,churn_probability
11104,0.9806731201366542
11010,0.9801192488074699
11108,0.9769982821123057
11462,0.9755264284157448
11009,0.9726736436533672
11101,0.9723926011875664
11006,0.9721324473534119
17055,0.9699130833195106
11105,0.9696453733367846
11106,0.9693840476131164
11107,0.9676707845574801
11768,0.967328367828249
11754,0.9670568088484476
11765,0.9655036209689342
11445,0.9650111506844566
14940,0.9649192674563106
11444,0.9643733953665297
17515,0.9641973666767852
11092,0.9636174564975228
29128,0.9635957873479956
24063,0.9629718494536763
14128,0.9628342631469818
19424,0.9626471867693254
22432,0.962347382570181
14036,0.9622989255106885
19421,0.9618684356443895
11906,0.9617543049554109
13993,0.9616948678295026
11764,0.9614478800270135
13345,0.9606676198218997
15033,0.960650268619935
11005,0.9602777322329101
21466,0.9601864643764773
11904,0.9600331318678067
22393,0.9600062336921958
16691,0.9598533654336301
11767,0.9594365387999684
15032,0.9592766181508587
28758,0.9585307962357225
21014,0.9583062008357877
17056,0.9582933819942014
16675,0.9577378668279893
13986,0.9574001173547634
17700,0.9570295307085684
11898,0.9564661059782815
11905,0.9564337228095751
11907,0.9562046321196979
11109,0.9561737004043631
11459,0.9558828904733526
11762,0.9554282115909983
17286,0.9553564671931712
11900,0.9553507697784072
25625,0.9553185415910636
11460,0.9552553243774501
25605,0.9551359504678016
11077,0.9547860522579663
11409,0.9545219881338232
11057,0.9542878047867165
11452,0.9538193585037991
13849,0.9534687905994534
27744,0.9532549386424373
11896,0.952680424110668
11096,0.9523678342535109
16805,0.9523575613655668
17233,0.9521018734801016
12710,0.9519248376640215
11461,0.9517953122446744
11454,0.9516677121018388
14037,0.9516327834665516
18148,0.9514351871747582
17232,0.9513665288510196
11751,0.9511315219937281
11061,0.9509524922368846
14425,0.9508331294101843
19320,0.9508163197389886
11895,0.9507828974725693
11103,0.9506625211344926
11097,0.9504889808606245
15626,0.9504259284892054
11069,0.9503782265681713
11379,0.9501917129396155
19472,0.9501404885633844
17065,0.9500697959336489
22259,0.9496129053645613
21470,0.9494271364519309
11899,0.9493827046311759
14183,0.9492828332046684
11893,0.9491713103588062
14132,0.9487724734623204
11093,0.9486735430320884
11448,0.9486701361517201
11449,0.948489061607018
14791,0.9484235251986323
13742,0.9480497676706623
21017,0.9479718953481627
11984,0.9477851908886796
11410,0.9476712969347827
15082,0.9476368951873021
11453,0.9476283330529607
11892,0.9473259739648489
13896,0.947291988343815
14931,0.9470814707672178
14510,0.946988119242592
24140,0.9467747755035495
21488,0.9467427792186451
17305,0.9464111435348539
22284,0.9462826900466405
14130,0.9459488426270071
21469,0.9458976208403168
13992,0.9458360844866815
19170,0.9457835073897538
21440,0.9457648161775333
14790,0.9454250449910603
14080,0.9452035070355466
19511,0.945066634049508
17775,0.9450313951248405
19423,0.9448945897426595
25924,0.9441582656770939
18493,0.9441239713919793
14098,0.9441055063141963
23310,0.9440842457348896
26312,0.943950861727671
17049,0.9438633480250664
14095,0.9437197999558592
13746,0.9434118683074934
26825,0.9431264851560992
19380,0.9428987488861745
25609,0.9428492836169664
11076,0.9428142257791335
26826,0.9428060878370009
19199,0.9426027012663202
14017,0.9424564605932517
25092,0.9424530232787645
29221,0.94244104668829
21012,0.9423574081981777
27767,0.9423495708673265
17048,0.9422866159883646
22330,0.9422605199606606
14285,0.9421167165343765
29048,0.9417659749515727
13886,0.9416956449238277
25086,0.9416621622071542
13745,0.9415390033441274
12089,0.9415376009041545
11903,0.9412738146832458
18189,0.9411896060689998
19458,0.9410802546296156
15552,0.9410489474357936
11599,0.9408739009602685
26499,0.9407310992155429
22441,0.9406735614256658
14283,0.9404439446409233
14284,0.9403589927701251
23758,0.9402595371373038
27875,0.9400547725128338
11446,0.9397989069005931
16797,0.9396692810632274
22613,0.9395837180955644
13856,0.9393604133579059
13417,0.9391593610464725
11759,0.9390981136499094
13897,0.9388987072549959
16947,0.9388140849080832
25758,0.9387497547587087
22312,0.9385253372085617
15017,0.9384150545811053
25384,0.9378367041572717
12289,0.9377107532910274
11124,0.9376912371870825
14830,0.9374663628228135
20837,0.9373310590533928
24549,0.9370809730475498
23751,0.9368170410635414
16972,0.9366849465367829
27745,0.9365272522491521
11480,0.9364324245775046
11334,0.9363472826926175
24852,0.9363431077288894
13408,0.9361930826767336
25872,0.9361820184792027
19448,0.9361509164623193
18958,0.9359401662675527
16970,0.9358839201581501
29433,0.935762419558057
11156,0.935744251456718
29355,0.935716840243105
17752,0.9354672532087465
14336,0.9353442526225517
13366,0.9352225737131216
11592,0.9351584889073673
20062,0.9351377344859254
22646,0.935033770067227
21762,0.9348613846884957
22260,0.9347995798010802
11016,0.93473453079877
26321,0.9347191767709419
13895,0.9347069891881348
22254,0.934655724322217
21053,0.9344685910595595
26344,0.9342635095443953
24102,0.9341845004522938
17047,0.9339523402263132
11337,0.9338669627049478
27766,0.9337730721688441
11546,0.9337539516134562
14392,0.933592495189706
14634,0.9334297683540409
19518,0.9333501396386649
22642,0.933333055293363
16812,0.9331647054661832
12486,0.9331115636456717
12277,0.9330877448017075
23750,0.9328333962347466
13428,0.9327215959182787
14270,0.9325864139229529
14591,0.9322008385490183
20221,0.9318823408459314
20719,0.931868047033711
24103,0.9317585185270733
27874,0.9317295404428352
25191,0.9316828466246354
19467,0.9316642814917855
11099,0.9316468852856958
19473,0.9316378048776724
14105,0.9316249705897899
15276,0.9315526094825461
17011,0.9315035336316844
18255,0.9314636776190632
12154,0.9313966587178125
13058,0.9313533793386904
25383,0.9312427749278027
21060,0.9311635520947734
23752,0.9311084733050056
12113,0.9310139242658995
14558,0.9308840225906118
19517,0.9308009331113738
20726,0.9307829083650296
19450,0.9307416325495417
12765,0.9306861171484548
12738,0.9306823026864312
18695,0.9306771643494748
24031,0.9305965774815256
25962,0.9305729607770693
14377,0.930563242184637
11063,0.9304641668861967
23411,0.9304237846513042
20826,0.9302398782370883
14639,0.9302280502301804
13990,0.9300429068946249
11400,0.9300220841151273
23104,0.9300118655646153
17651,0.930011219436616
23220,0.9299330216657803
25385,0.9299012910589399
22653,0.9297666451163035
19443,0.9297048173546473
19568,0.9296331617559148
14134,0.9295689789291242
11378,0.9295383022377512
23763,0.9294896331969927
12283,0.9294486485100458
26994,0.9294239749617418
16313,0.9292214443794147
16708,0.92918040834191
14104,0.9291538600193598
19985,0.929150826486919
29411,0.9291099939756288
14335,0.9289611472383136
15084,0.9289420512235533
11095,0.92884564055588
19393,0.9284531867028082
15865,0.9284440668423074
17098,0.9284394260300817
19679,0.928439123000775
14616,0.9282035819185775
25386,0.9281349298441384
13576,0.9281208158410397
24030,0.9281132195524454
11162,0.9280748813150842
13747,0.9280429932029346
25729,0.9278712960157035
20875,0.9278643627077549
22311,0.9277906502021839
19475,0.9277566866955812
20219,0.9276695816029811
15548,0.9273698253356916
13898,0.927346374848769
23230,0.9270458582095219
12264,0.9270131307697965
12460,0.9269745396538164
22639,0.926838724203663
17280,0.9268224885027051
15553,0.9268207239680891
14870,0.9268141752318129
11629,0.9266715461556901
13415,0.9266469555532864
21011,0.9266041335527968
23225,0.9264563312833056
23753,0.9264463564323109
26933,0.9264147169244821
14024,0.9263713634237412
11343,0.9263007598957897
24641,0.9262867320345747
22252,0.9262320721633927
17787,0.9261034297283068
23618,0.9259956836435584
19344,0.9259473239394627
22182,0.925924051309085
13059,0.925902703549044
11021,0.9258404314498493
25742,0.9258343249866208
22436,0.9257932629181561
24047,0.9257591902737313
11080,0.9257468712509699
14966,0.9256722488584408
15555,0.9255893564316207
22430,0.9255490080369461
23223,0.9255383880842616
19436,0.9255298584844038
26986,0.9254579286863743
14636,0.9253374859686327
26991,0.9253337207122525
15571,0.9253208234493143
18496,0.9253182411958483
29356,0.9252365257617634
24847,0.9251373103519178
16951,0.9251342162322361
11346,0.9250480255570226
25096,0.9250122048232842
23954,0.9249600765235161
14560,0.9246386465226986
23224,0.9246076223687176
11465,0.9244938713140439
28845,0.9244928956979298
27688,0.9244293668480902
20850,0.9244200096517827
17309,0.9243928709014255
26948,0.9243443171942358
23859,0.9241254262570513
16974,0.9240949361809823
21018,0.9240684559082912
16807,0.9239631051636281
29431,0.9239308226585459
29469,0.9239298219882902
24083,0.923866388413859
11447,0.9238661831590304
16804,0.9238100643011101
19682,0.9237805992569104
14343,0.9237114885521375
25380,0.9236847080673727
17768,0.9235083623164889
17285,0.923488889349424
24711,0.9234713526110792
22445,0.9233769026720393
23984,0.9232262700879906
24015,0.923165609780353
26485,0.9229745482343277
16400,0.9229562663454998
23762,0.9229357691130622
11015,0.9229114070949797
